neighborhood,x2010_density,x2010_diversity_index,x2010_pop,x2010_pop_hisp,x2010_pop_white_non_hisp,x2010_pop_black_non_hisp,x2010_pop_aian_non_hisp,x2010_pop_asian_non_hisp,x2010_pop_nhpi_non_hisp,x2010_pop_other_non_hisp,x2010_pop_two_plus_non_hisp,x2020_density,x2020_diversity_index,x2020_pop,x2020_pop_hisp,x2020_pop_white_non_hisp,x2020_pop_black_non_hisp,x2020_pop_aian_non_hisp,x2020_pop_asian_non_hisp,x2020_pop_nhpi_non_hisp,x2020_pop_other_non_hisp,x2020_pop_two_plus_non_hisp,x2010_vap,x2010_vap_hisp,x2010_vap_white_non_hisp,x2010_vap_black_non_hisp,x2010_vap_aian_non_hisp,x2010_vap_asian_non_hisp,x2010_vap_nhpi_non_hisp,x2010_vap_other_non_hisp,x2010_vap_two_plus_non_hisp,x2010_u18,x2010_u18_hisp,x2010_u18_white_non_hisp,x2010_u18_black_non_hisp,x2010_u18_aian_non_hisp,x2010_u18_asian_non_hisp,x2010_u18_nhpi_non_hisp,x2010_u18_other_non_hisp,x2010_u18_two_plus_non_hisp,x2010_hu,x2010_hu_occupied,x2010_hu_vacant,x2010_vacancy_rate,x2020_vap,x2020_vap_hisp,x2020_vap_white_non_hisp,x2020_vap_black_non_hisp,x2020_vap_aian_non_hisp,x2020_vap_asian_non_hisp,x2020_vap_nhpi_non_hisp,x2020_vap_other_non_hisp,x2020_vap_two_plus_non_hisp,x2020_u18,x2020_u18_hisp,x2020_u18_white_non_hisp,x2020_u18_black_non_hisp,x2020_u18_aian_non_hisp,x2020_u18_asian_non_hisp,x2020_u18_nhpi_non_hisp,x2020_u18_other_non_hisp,x2020_u18_two_plus_non_hisp,x2020_hu,x2020_hu_occupied,x2020_hu_vacant,x2020_vacancy_rate,change_density,change_diversity_index,change_pop,change_pop_hisp,change_pop_white_non_hisp,change_pop_black_non_hisp,change_pop_aian_non_hisp,change_pop_asian_non_hisp,change_pop_nhpi_non_hisp,change_pop_other_non_hisp,change_pop_two_plus_non_hisp,change_vap,change_vap_hisp,change_vap_white_non_hisp,change_vap_black_non_hisp,change_vap_aian_non_hisp,change_vap_asian_non_hisp,change_vap_nhpi_non_hisp,change_vap_other_non_hisp,change_vap_two_plus_non_hisp,change_u18,change_u18_hisp,change_u18_white_non_hisp,change_u18_black_non_hisp,change_u18_aian_non_hisp,change_u18_asian_non_hisp,change_u18_nhpi_non_hisp,change_u18_other_non_hisp,change_u18_two_plus_non_hisp,change_hu,change_hu_occupied,change_hu_vacant,change_vacancy_rate,change_share_total_density,change_share_total_diversity_index,change_share_total_pop_hisp,change_share_total_pop_white_non_hisp,change_share_total_pop_black_non_hisp,change_share_total_pop_aian_non_hisp,change_share_total_pop_asian_non_hisp,change_share_total_pop_nhpi_non_hisp,change_share_total_pop_other_non_hisp,change_share_total_pop_two_plus_non_hisp,change_share_total_vap_hisp,change_share_total_vap_white_non_hisp,change_share_total_vap_black_non_hisp,change_share_total_vap_aian_non_hisp,change_share_total_vap_asian_non_hisp,change_share_total_vap_nhpi_non_hisp,change_share_total_vap_other_non_hisp,change_share_total_vap_two_plus_non_hisp,change_share_total_u18,change_share_total_u18_hisp,change_share_total_u18_white_non_hisp,change_share_total_u18_black_non_hisp,change_share_total_u18_aian_non_hisp,change_share_total_u18_asian_non_hisp,change_share_total_u18_nhpi_non_hisp,change_share_total_u18_other_non_hisp,change_share_total_u18_two_plus_non_hisp,change_share_total_hu,change_share_total_hu_occupied,change_share_total_hu_vacant,change_share_total_vacancy_rate,x2020_pop_hisp_perc,x2020_pop_white_non_hisp_perc,x2020_pop_black_non_hisp_perc,x2010_pop_hisp_perc,x2010_pop_white_non_hisp_perc,X2010_pop_black_non_hisp_perc,x2020_majority_neighborhood_type,x2010_majority_neighborhood_type,majority_changed
New Northwood,16974,13,4688,67,130,4394,7,24,0,6,60,15931,23,4392,60,199,3870,4,103,0,29,126,3704,54,102,3477,5,21,0,3,42,984,13,28,918,2,2,0,3,18,1955,1809,147,9,3556,39,183,3106,4,103,0,28,92,835,21,15,763,0,0,0,1,34,1948,1781,167,10,-6.14,76.92,-6.31,-10.45,53.08,-11.93,-42.86,329.17,NA,383.33,110,-4,-27.78,79.41,-10.67,-20,390.48,NA,833.33,119.05,-15.14,61.54,-46.43,-16.88,-100,-100,NA,-66.67,88.89,-0.36,-1.55,13.61,11.11,-22.25,0.21,-0.15,1.47,-11.18,-0.06,1.69,0,0.49,1.41,-0.4,2.19,-10.02,-0.03,2.21,0,0.67,1.35,-15.14,0.81,-1.32,-15.75,-0.2,-0.2,0,-0.2,1.63,-0.15,-0.6,0.43,0.02,1.37,4.53,88.11,1.43,2.77,93.73,Majority Black,Majority Black,No
New Southwest/Mount Clare,16800,53,1993,149,583,1135,20,42,0,2,62,13874,56,1627,216,389,910,6,25,1,6,74,1485,98,493,809,11,35,0,1,38,508,51,90,326,9,7,0,1,25,1137,722,415,33,1234,137,333,684,6,23,0,3,47,394,79,56,226,0,2,1,3,27,902,654,247,25,-17.42,5.66,-18.36,44.97,-33.28,-19.82,-70,-40.48,Inf,200,19.35,-16.9,39.8,-32.45,-15.45,-45.45,-34.29,NA,200,23.68,-22.44,54.9,-37.78,-30.67,-100,-71.43,Inf,200,8,-20.67,-9.42,-40.48,-24.24,-146.81,0.15,3.36,-9.73,-11.29,-0.7,-0.85,0.05,0.2,0.6,2.63,-10.77,-8.42,-0.34,-0.81,0,0.13,0.61,-22.44,5.51,-6.69,-19.69,-1.77,-0.98,0.2,0.39,0.39,-11.79,-3.41,-8.43,-0.4,13.28,23.91,55.93,7.48,29.25,56.95,Majority Black,Majority Black,No
North Harford Road,6537,55,3706,178,2222,1201,9,37,1,6,51,6215,64,3536,223,1558,1500,7,64,2,24,158,2947,127,1896,857,7,31,1,3,26,759,51,326,345,2,6,0,3,25,1642,1511,131,9,2844,137,1366,1134,7,54,2,23,121,692,87,191,366,0,9,0,2,37,1579,1470,109,7,-4.93,16.36,-4.59,25.28,-29.88,24.9,-22.22,72.97,100,300,209.8,-3.5,7.87,-27.95,32.32,0,74.19,100,666.67,365.38,-8.83,70.59,-41.41,6.09,-100,50,NA,-33.33,48,-3.84,-2.71,-16.79,-22.22,-8.69,0.24,1.21,-17.92,8.07,-0.05,0.73,0.03,0.49,2.89,0.34,-17.98,9.4,0,0.78,0.03,0.68,3.22,-8.83,4.74,-17.79,2.77,-0.26,0.4,0,-0.13,1.58,-1.7,-1.11,-0.59,-0.05,6.31,44.06,42.42,4.8,59.96,32.41,Majority Minority,Majority White,Yes
North Roland Park/Poplar Hill,1385,21,1530,33,1190,109,1,169,0,1,27,1320,21,1458,56,1127,152,1,52,0,12,60,1196,27,944,88,1,123,0,1,13,334,6,246,21,0,46,0,0,15,670,627,43,3,1162,35,932,117,1,39,0,7,32,296,21,195,35,0,12,0,5,29,648,609,39,3,-4.69,0,-4.71,69.7,-5.29,39.45,0,-69.23,NA,1100,122.22,-2.84,29.63,-1.27,32.95,0,-68.29,NA,600,146.15,-11.38,250,-20.73,66.67,NA,-73.91,NA,Inf,93.33,-3.28,-2.87,-9.3,0,-4.25,0,1.5,-4.12,2.81,0,-7.65,0,0.72,2.16,0.67,-1,2.42,0,-7.02,0,0.5,1.59,-11.38,4.49,-15.27,4.19,0,-10.18,0,1.5,4.19,-1.44,-1.18,-0.26,0,3.84,77.3,10.43,2.16,77.78,7.12,Majority White,Majority White,No
Northwest Community Action,3687,2,1361,13,10,1310,2,1,0,1,23,2960,4,1093,14,18,1022,2,1,0,3,33,979,8,9,945,2,1,0,1,12,382,5,1,365,1,0,0,0,11,583,466,117,6,830,11,16,775,2,1,0,2,22,263,3,1,247,0,0,0,1,11,554,426,129,7,-19.72,100,-19.69,7.69,80,-21.98,0,0,NA,200,43.48,-15.22,37.5,77.78,-17.99,0,0,NA,100,83.33,-31.15,-40,0,-32.33,-100,NA,NA,Inf,0,-4.97,-8.58,10.26,16.67,-53.42,0.15,0.07,0.59,-21.16,0,0,0,0.15,0.73,0.31,0.72,-17.36,0,0,0,0.1,1.02,-31.15,-0.52,0,-30.89,-0.26,0,0,0.26,0,-2.13,-2.94,0.88,0.07,1.28,1.65,93.5,0.96,0.73,96.25,Majority Black,Majority Black,No
O'Donnell Heights,6097,49,1186,197,295,651,3,11,0,5,23,7042,51,1369,430,165,698,5,19,2,9,42,772,133,252,363,2,11,0,3,8,414,65,43,288,1,0,0,2,15,464,425,39,7,911,286,144,424,5,18,2,6,28,458,144,21,274,0,2,0,3,15,516,475,40,6,15.5,4.08,15.43,118.27,-44.07,7.22,66.67,72.73,Inf,80,82.61,18.01,115.04,-42.86,16.8,150,63.64,Inf,100,250,10.63,121.54,-51.16,-4.86,-100,Inf,NA,50,0,11.21,11.76,2.56,-14.29,79.68,0.17,19.65,-10.96,3.96,0.17,0.67,0.17,0.34,1.6,19.82,-13.99,7.9,0.39,0.91,0.26,0.39,2.59,10.63,19.08,-5.31,-3.38,-0.24,0.48,0,0.24,0,4.38,4.22,0.08,-0.08,31.41,12.05,50.99,16.61,24.87,54.89,Majority Black,Majority Black,No
Oakenshawe,6951,23,934,37,633,156,2,76,0,4,26,6654,26,894,55,562,126,1,91,0,3,55,820,34,562,127,2,74,0,2,18,114,3,70,29,0,1,0,2,8,501,434,67,6,787,42,508,104,0,88,0,3,40,108,13,54,22,1,3,0,0,15,466,417,49,5,-4.27,13.04,-4.28,48.65,-11.22,-19.23,-50,19.74,NA,-25,111.54,-4.02,23.53,-9.61,-18.11,-100,18.92,NA,50,122.22,-5.26,333.33,-22.86,-24.14,Inf,200,NA,-100,87.5,-6.99,-3.92,-26.87,-16.67,-31.8,0.32,1.93,-7.6,-3.21,-0.11,1.61,0,-0.11,3.1,0.98,-6.59,-2.8,-0.24,1.71,0,0.12,2.68,-5.26,8.77,-14.04,-6.14,0.88,1.75,0,-1.75,6.14,-3.75,-1.82,-1.93,-0.11,6.15,62.86,14.09,3.96,67.77,16.7,Majority White,Majority White,No
Oaklee,160,2,160,5,112,35,1,3,0,0,3,149,2,149,10,78,47,0,4,0,1,9,133,4,96,29,0,2,0,0,2,27,2,17,6,0,0,0,0,2,76,72,4,0,125,7,69,39,0,4,0,1,6,24,3,9,8,0,1,0,0,3,72,67,5,0,-6.88,0,-6.88,100,-30.36,34.29,-100,33.33,NA,Inf,200,-6.02,75,-28.12,34.48,NA,100,NA,Inf,200,-11.11,50,-47.06,33.33,NA,Inf,NA,NA,50,-5.26,-6.94,25,NA,-6.88,0,3.12,-21.25,7.5,-0.62,0.62,0,0.62,3.75,2.26,-20.3,7.52,0,1.5,0,0.75,3.01,-11.11,3.7,-29.63,7.41,0,3.7,0,0,3.7,-2.5,-3.12,0.62,0,6.71,52.35,31.54,3.12,70,21.88,Majority White,Majority White,No
Old Goucher,4955,18,966,55,305,514,5,63,1,1,23,4388,20,856,73,303,383,2,59,2,4,30,912,48,295,483,5,61,1,1,18,54,7,9,31,0,2,0,0,5,602,504,98,5,799,57,292,362,2,57,2,4,23,56,16,11,21,0,2,0,0,7,619,482,137,7,-11.44,11.11,-11.39,32.73,-0.66,-25.49,-60,-6.35,100,300,30.43,-12.39,18.75,-1.02,-25.05,-60,-6.56,100,300,27.78,3.7,128.57,22.22,-32.26,NA,0,NA,NA,40,2.82,-4.37,39.8,40,-58.7,0.21,1.86,-0.21,-13.56,-0.31,-0.41,0.1,0.31,0.72,0.99,-0.33,-13.27,-0.33,-0.44,0.11,0.33,0.55,3.7,16.67,3.7,-18.52,0,0,0,0,3.7,1.76,-2.28,4.04,0.21,8.53,35.4,44.74,5.69,31.57,53.21,Majority Minority,Majority Black,Yes
Oldtown,20096,10,2882,33,67,2706,1,40,0,4,31,18778,16,2492,42,80,2286,8,5,0,15,57,2027,27,64,1880,1,33,0,2,20,855,5,3,826,0,7,0,2,11,1173,1124,49,4,1851,26,74,1685,8,4,0,11,43,641,15,7,601,0,1,0,4,13,1134,1055,79,7,-6.56,60,-13.53,27.27,19.4,-15.52,700,-87.5,NA,275,83.87,-8.68,-3.7,15.62,-10.37,700,-87.88,NA,450,115,-25.03,200,133.33,-27.24,NA,-85.71,NA,100,18.18,-3.32,-6.14,61.22,75,-45.73,0.21,0.31,0.45,-14.57,0.24,-1.21,0,0.38,0.9,-0.05,0.49,-9.62,0.35,-1.43,0,0.44,1.13,-25.03,1.17,0.47,-26.32,0,-0.7,0,0.23,0.23,-1.35,-2.39,1.04,0.1,1.69,3.21,91.73,1.15,2.32,93.89,Majority Black,Majority Black,No
Oliver,17741,12,2980,27,45,2856,6,7,1,2,34,15255,22,2648,61,45,2459,7,12,0,12,53,2191,18,34,2107,4,5,1,2,21,789,9,12,750,2,3,0,1,13,1743,1127,617,54,2018,39,41,1877,6,10,0,6,37,630,22,4,582,0,1,0,5,16,1435,1082,353,38,-14.01,83.33,-11.14,125.93,0,-13.9,16.67,71.43,-100,500,55.88,-7.9,116.67,20.59,-10.92,50,100,-100,200,76.19,-20.15,144.44,-66.67,-22.4,-100,-66.67,NA,400,23.08,-17.67,-3.99,-42.79,-29.63,-83.42,0.34,1.14,0,-13.32,0.03,0.17,-0.03,0.34,0.64,0.96,0.32,-10.5,0.09,0.23,-0.05,0.18,0.73,-20.15,1.65,-1.01,-21.29,-0.25,-0.25,0,0.51,0.38,-10.34,-1.51,-8.86,-0.54,2.3,1.7,92.86,0.91,1.51,95.84,Majority Black,Majority Black,No
Orangeville,1366,20,927,271,508,105,8,15,1,1,19,1499,20,1024,569,316,69,3,28,0,6,33,702,181,424,69,5,13,1,0,8,225,89,84,35,3,2,0,1,11,399,355,45,5,722,357,266,50,2,23,0,4,19,302,212,50,19,1,5,0,2,14,390,349,42,4,9.74,0,10.46,109.96,-37.8,-34.29,-62.5,86.67,-100,500,73.68,2.85,97.24,-37.26,-27.54,-60,76.92,-100,Inf,137.5,34.22,138.2,-40.48,-45.71,-66.67,150,NA,100,27.27,-2.26,-1.69,-6.67,-20,14.35,0,32.15,-20.71,-3.88,-0.54,1.4,-0.11,0.54,1.51,25.07,-22.51,-2.71,-0.43,1.42,-0.14,0.57,1.57,34.22,54.67,-15.11,-7.11,-0.89,1.33,0,0.44,1.33,-0.97,-0.65,-0.32,-0.11,55.57,30.86,6.74,29.23,54.8,11.33,Majority Hispanic,Majority White,Yes
Orangeville Industrial Area,820,28,648,162,210,238,8,15,0,1,14,1168,23,846,330,140,320,2,25,1,2,26,471,116,180,148,6,13,0,0,7,177,46,30,90,2,2,0,0,7,286,234,52,8,596,210,115,229,2,22,1,2,15,250,120,25,91,0,3,0,0,11,329,298,32,4,42.44,-17.86,30.56,103.7,-33.33,34.45,-75,66.67,Inf,100,85.71,26.54,81.03,-36.11,54.73,-66.67,69.23,Inf,Inf,114.29,41.24,160.87,-16.67,1.11,-100,50,NA,NA,57.14,15.03,27.35,-38.46,-50,53.7,-0.77,25.93,-10.8,12.65,-0.93,1.54,0.15,0.15,1.85,19.96,-13.8,17.2,-0.85,1.91,0.21,0.42,1.7,41.24,41.81,-2.82,0.56,-1.13,0.56,0,0,2.26,6.64,9.88,-3.09,-0.62,39.01,16.55,37.83,25,32.41,36.73,Majority Minority,Majority Minority,No
Orchard Ridge,964,30,454,25,122,287,7,1,0,0,11,1617,26,761,72,103,553,2,2,1,1,28,302,15,104,170,6,1,0,0,6,152,10,18,117,1,0,0,0,5,225,191,34,9,543,46,82,392,2,1,1,1,19,218,26,21,162,0,1,0,0,9,332,313,19,3,67.74,-13.33,67.62,188,-15.57,92.68,-71.43,100,Inf,Inf,154.55,79.8,206.67,-21.15,130.59,-66.67,0,Inf,Inf,216.67,43.42,160,16.67,38.46,-100,Inf,NA,NA,80,47.56,63.87,-44.12,-66.67,143.83,-0.88,10.35,-4.19,58.59,-1.1,0.22,0.22,0.22,3.74,10.26,-7.28,73.51,-1.32,0,0.33,0.33,4.3,43.42,10.53,1.97,29.61,-0.66,0.66,0,0,2.63,23.57,26.87,-3.3,-1.32,9.46,13.53,72.67,5.51,26.87,63.22,Majority Black,Majority Black,No
Original Northwood,2979,9,1370,32,130,1167,2,12,1,2,25,2672,18,1224,39,221,757,1,153,0,6,46,1170,25,118,997,2,11,1,1,17,200,7,12,170,1,1,0,1,8,448,413,35,3,1073,33,205,641,1,152,0,4,37,151,6,17,117,0,0,0,2,9,444,396,48,4,-10.31,100,-10.66,21.88,70,-35.13,-50,1175,-100,200,84,-8.29,32,73.73,-35.71,-50,1281.82,-100,300,117.65,-24.5,-14.29,41.67,-31.18,-100,-100,NA,100,12.5,-0.89,-4.12,37.14,33.33,-22.41,0.66,0.51,6.64,-29.93,-0.07,10.29,-0.07,0.29,1.53,0.68,7.44,-30.43,-0.09,12.05,-0.09,0.26,1.71,-24.5,-0.5,2.5,-26.5,-0.5,-0.5,0,0.5,0.5,-0.29,-1.24,0.95,0.07,3.19,18.06,61.85,2.34,9.49,85.18,Majority Black,Majority Black,No
Otterbein,1661,8,741,23,548,108,2,43,1,2,14,2066,10,921,52,616,128,1,77,0,6,41,684,21,518,92,2,40,1,1,10,56,3,30,16,0,3,0,1,4,501,424,77,3,856,45,582,119,0,72,0,5,33,65,7,35,8,1,5,0,1,8,632,549,83,2,24.38,25,24.29,126.09,12.41,18.52,-50,79.07,-100,200,192.86,25.15,114.29,12.36,29.35,-100,80,-100,400,230,16.07,133.33,16.67,-50,Inf,66.67,NA,0,100,26.15,29.48,7.79,-33.33,54.66,0.27,3.91,9.18,2.7,-0.13,4.59,-0.13,0.54,3.64,3.51,9.36,3.95,-0.29,4.68,-0.15,0.58,3.36,16.07,7.14,8.93,-14.29,1.79,3.57,0,0,7.14,17.68,16.87,0.81,-0.13,5.65,66.88,13.9,3.1,73.95,14.57,Majority White,Majority White,No
Overlea,1842,19,1551,60,928,515,5,16,1,3,23,1786,21,1501,86,649,663,2,28,2,8,63,1229,42,790,367,4,14,0,1,11,322,18,138,148,1,2,0,2,12,672,627,44,2,1201,54,570,494,2,23,2,7,49,300,32,79,169,0,5,0,1,14,651,608,42,2,-3.04,10.53,-3.22,43.33,-30.06,28.74,-60,75,100,166.67,173.91,-2.28,28.57,-27.85,34.6,-50,64.29,Inf,600,345.45,-6.83,77.78,-42.75,14.19,-100,150,NA,-50,16.67,-3.12,-3.03,-4.55,0,-3.61,0.13,1.68,-17.99,9.54,-0.19,0.77,0.06,0.32,2.58,0.98,-17.9,10.33,-0.16,0.73,0.16,0.49,3.09,-6.83,4.35,-18.32,6.52,-0.31,0.93,0,-0.31,0.62,-1.35,-1.23,-0.13,0,5.73,43.24,44.17,3.87,59.83,33.2,Majority Minority,Majority White,Yes
Panway/Braddish Avenue,6206,2,1089,7,14,1058,2,1,1,0,7,5877,5,1017,11,17,948,3,2,0,4,31,830,5,13,804,1,1,1,0,5,259,2,1,253,0,0,0,0,2,501,417,84,7,783,5,15,734,3,1,0,3,22,234,6,2,214,0,1,0,1,9,494,406,89,8,-5.3,150,-6.61,57.14,21.43,-10.4,50,100,-100,Inf,342.86,-5.66,0,15.38,-8.71,200,0,-100,Inf,340,-9.65,200,100,-15.42,NA,Inf,NA,Inf,350,-1.4,-2.64,5.95,14.29,-30.21,0.28,0.37,0.28,-10.1,0.09,0.09,-0.09,0.37,2.2,0,0.24,-8.43,0.24,0,-0.12,0.36,2.05,-9.65,1.54,0.39,-15.06,0,0.39,0,0.39,2.7,-0.64,-1.01,0.46,0.09,1.08,1.67,93.22,0.64,1.29,97.15,Majority Black,Majority Black,No
Park Circle,11476,9,3517,43,59,3349,10,8,1,3,45,9222,18,2836,56,126,2550,11,9,3,7,73,2692,34,57,2555,9,5,1,2,31,825,9,2,795,1,3,0,1,14,1710,1390,320,17,2273,36,120,2040,11,4,3,7,54,562,21,7,510,0,5,0,0,19,1561,1259,302,18,-19.64,100,-19.36,30.23,113.56,-23.86,10,12.5,200,133.33,62.22,-15.56,5.88,110.53,-20.16,22.22,-20,200,250,74.19,-31.88,133.33,250,-35.85,-100,66.67,NA,-100,35.71,-8.71,-9.42,-5.62,5.88,-64.09,0.26,0.37,1.91,-22.72,0.03,0.03,0.06,0.11,0.8,0.07,2.34,-19.13,0.07,-0.04,0.07,0.19,0.85,-31.88,1.45,0.61,-34.55,-0.12,0.24,0,-0.12,0.61,-4.24,-3.72,-0.51,0.03,1.97,4.44,89.92,1.22,1.68,95.22,Majority Black,Majority Black,No
Parklane,5183,4,1702,15,37,1614,11,5,0,0,20,4291,6,1409,37,48,1287,3,2,1,5,26,1257,11,35,1187,8,2,0,0,15,444,4,2,428,3,3,0,0,5,717,589,129,7,1082,20,44,990,3,2,1,3,19,327,17,4,297,0,0,0,2,7,661,552,109,6,-17.21,50,-17.22,146.67,29.73,-20.26,-72.73,-60,Inf,Inf,30,-13.92,81.82,25.71,-16.6,-62.5,0,Inf,Inf,26.67,-26.35,325,100,-30.61,-100,-100,NA,Inf,40,-7.81,-6.28,-15.5,-14.29,-52.41,0.12,1.29,0.65,-19.21,-0.47,-0.18,0.06,0.29,0.35,0.72,0.72,-15.67,-0.4,0,0.08,0.24,0.32,-26.35,2.93,0.45,-29.5,-0.68,-0.68,0,0.45,0.45,-3.29,-2.17,-1.18,-0.06,2.63,3.41,91.34,0.88,2.17,94.83,Majority Black,Majority Black,No
Parkside,4279,9,1725,22,150,1438,6,79,0,1,29,3920,6,1580,37,79,1395,2,24,0,6,37,1310,15,123,1087,5,58,0,1,20,415,7,27,350,0,21,0,1,9,804,733,71,3,1233,26,71,1087,2,17,0,6,24,347,11,8,308,0,6,0,0,13,800,714,86,3,-8.39,-33.33,-8.41,68.18,-47.33,-2.99,-66.67,-69.62,NA,500,27.59,-5.88,73.33,-42.28,0,-60,-70.69,NA,500,20,-16.39,57.14,-70.37,-12,NA,-71.43,NA,-100,44.44,-0.5,-2.59,21.13,0,-20.81,-0.17,0.87,-4.12,-2.49,-0.23,-3.19,0,0.29,0.46,0.84,-3.97,0,-0.23,-3.13,0,0.38,0.31,-16.39,0.96,-4.58,-10.12,0,-3.61,0,-0.24,0.96,-0.23,-1.1,0.87,0,2.34,5,88.29,1.28,8.7,83.36,Majority Black,Majority Black,No
Parkview/Woodbrook,180,1,181,2,4,170,0,0,0,0,4,146,2,146,3,6,131,0,0,0,0,4,134,1,4,127,0,0,0,0,2,47,1,0,43,0,0,0,0,2,102,69,33,3,117,2,6,103,0,0,0,0,4,29,1,0,28,0,0,0,0,0,91,63,29,3,-18.89,100,-19.34,50,50,-22.94,NA,NA,NA,NA,0,-12.69,100,50,-18.9,NA,NA,NA,NA,100,-38.3,0,NA,-34.88,NA,NA,NA,NA,-100,-10.78,-8.7,-12.12,0,-18.78,0.55,0.55,1.1,-21.55,0,0,0,0,0,0.75,1.49,-17.91,0,0,0,0,1.49,-38.3,0,0,-31.91,0,0,0,0,-4.26,-6.08,-3.31,-2.21,0,2.05,4.11,89.73,1.1,2.21,93.92,Majority Black,Majority Black,No
Patterson Park,12238,33,2417,248,1922,141,5,66,0,4,31,12747,36,2523,207,1993,103,2,107,0,11,100,2162,183,1793,102,3,57,0,2,22,255,65,129,39,2,9,0,2,9,1385,1179,206,15,2257,164,1824,85,2,95,0,9,77,265,43,169,18,0,11,0,1,23,1383,1256,127,9,4.16,9.09,4.39,-16.53,3.69,-26.95,-60,62.12,NA,175,222.58,4.39,-10.38,1.73,-16.67,-33.33,66.67,NA,350,250,3.92,-33.85,31.01,-53.85,-100,22.22,NA,-50,155.56,-0.14,6.53,-38.35,-40,21.06,0.12,-1.7,2.94,-1.57,-0.12,1.7,0,0.29,2.85,-0.88,1.43,-0.79,-0.05,1.76,0,0.32,2.54,3.92,-8.63,15.69,-8.24,-0.78,0.78,0,-0.39,5.49,-0.08,3.19,-3.27,-0.25,8.2,78.99,4.08,10.26,79.52,5.83,Majority White,Majority White,No
Patterson Park Neighborhood,46924,99,4976,1145,1625,1969,48,86,2,6,94,44637,101,4758,1366,1689,1366,21,116,1,20,180,3804,867,1480,1295,32,74,2,2,51,1172,277,145,674,16,13,0,4,42,2198,1736,462,33,3734,892,1526,1054,17,108,1,13,124,1025,474,163,312,5,8,0,7,56,2196,1872,323,23,-4.87,2.02,-4.38,19.3,3.94,-30.62,-56.25,34.88,-50,233.33,91.49,-1.84,2.88,3.11,-18.61,-46.88,45.95,-50,550,143.14,-12.54,71.12,12.41,-53.71,-68.75,-38.46,NA,75,33.33,-0.09,7.83,-30.09,-30.3,-45.96,0.04,4.44,1.29,-12.12,-0.54,0.6,-0.02,0.28,1.73,0.66,1.21,-6.34,-0.39,0.89,-0.03,0.29,1.92,-12.54,16.81,1.54,-30.89,-0.94,-0.43,0,0.26,1.19,-0.04,2.73,-2.79,-0.2,28.71,35.5,28.71,23.01,32.66,39.57,Majority Minority,Majority Minority,No
Patterson Place,12813,29,1099,173,339,530,11,25,1,1,20,13479,32,1147,235,387,427,5,41,0,6,47,846,131,303,369,9,21,1,1,11,253,43,35,161,2,4,0,0,9,536,400,135,11,899,158,346,317,4,40,0,3,32,248,77,41,111,1,2,0,2,15,538,455,82,7,5.2,10.34,4.37,35.84,14.16,-19.43,-54.55,64,-100,500,135,6.26,20.61,14.19,-14.09,-55.56,90.48,-100,200,190.91,-1.98,79.07,17.14,-31.06,-50,-50,NA,Inf,66.67,0.37,13.75,-39.26,-36.36,60.6,0.27,5.64,4.37,-9.37,-0.55,1.46,-0.09,0.45,2.46,3.19,5.08,-6.15,-0.59,2.25,-0.12,0.24,2.48,-1.98,13.44,2.37,-19.76,-0.4,-0.79,0,0.79,2.37,0.18,5,-4.82,-0.36,20.49,33.74,37.23,15.74,30.85,48.23,Majority Minority,Majority Minority,No
Pen Lucy,10914,14,2522,37,185,2237,9,18,1,3,32,9499,20,2191,37,210,1836,3,11,0,9,86,1916,24,166,1680,8,14,0,3,21,606,13,19,557,0,4,1,0,11,1129,982,147,10,1780,28,188,1486,2,8,0,7,61,411,9,22,349,2,3,0,2,25,1128,988,140,9,-12.96,42.86,-13.12,0,13.51,-17.93,-66.67,-38.89,-100,200,168.75,-7.1,16.67,13.25,-11.55,-75,-42.86,NA,133.33,190.48,-32.18,-30.77,15.79,-37.34,Inf,-25,-100,Inf,127.27,-0.09,0.61,-4.76,-10,-56.11,0.24,0,0.99,-15.9,-0.24,-0.28,-0.04,0.24,2.14,0.21,1.15,-10.13,-0.31,-0.31,0,0.21,2.09,-32.18,-0.66,0.5,-34.32,0.33,-0.17,-0.17,0.33,2.31,-0.04,0.24,-0.28,-0.04,1.69,9.58,83.8,1.47,7.34,88.7,Majority Black,Majority Black,No
Penn-Fallsway,84283,33,5756,86,784,4812,5,31,1,22,15,34698,30,2497,71,247,2145,3,6,0,3,21,5481,84,779,4548,5,29,1,22,13,275,2,5,264,0,1,0,0,3,288,273,16,NA,2296,64,245,1962,2,5,0,2,16,201,8,2,183,2,1,0,1,5,287,269,18,2,-58.83,-9.09,-56.62,-17.44,-68.49,-55.42,-40,-80.65,-100,-86.36,40,-58.11,-23.81,-68.55,-56.86,-60,-82.76,-100,-90.91,23.08,-26.91,300,-60,-30.68,Inf,0,NA,Inf,66.67,-0.35,-1.47,12.5,NA,-861.45,-0.05,-0.26,-9.33,-46.33,-0.03,-0.43,-0.02,-0.33,0.1,-0.36,-9.74,-47.18,-0.05,-0.44,-0.02,-0.36,0.05,-26.91,2.18,-1.09,-29.45,0.73,0,0,0.36,0.73,-0.02,-0.07,0.03,NA,2.84,9.89,85.9,1.49,13.62,83.6,Majority Black,Majority Black,No
